state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
AK,Alaska,2019-09-01,Y,P,N,2955,"Includes Renewals and/or Redeterminations",,,2955,"Includes Renewals and/or Redeterminations",2197,"Includes Renewals and/or Redeterminations; Includes CHIP",131,,2328,"Includes Renewals and/or Redeterminations",97040,,220340,,204233,,16107,
AK,Alaska,2019-09-01,Y,U,Y,2955,"Includes Renewals and/or Redeterminations",,,2955,"Includes Renewals and/or Redeterminations",2197,"Includes Renewals and/or Redeterminations; Includes CHIP",131,,2328,"Includes Renewals and/or Redeterminations",97402,,221587,,205472,,16115,
AK,Alaska,2019-10-01,Y,U,Y,3274,"Includes Renewals and/or Redeterminations",,,3274,"Includes Renewals and/or Redeterminations",2314,"Includes Renewals and/or Redeterminations; Includes CHIP",137,,2451,"Includes Renewals and/or Redeterminations",97434,,221675,,205320,,16355,
AK,Alaska,2019-10-01,Y,P,N,3274,"Includes Renewals and/or Redeterminations",,,3274,"Includes Renewals and/or Redeterminations",2314,"Includes Renewals and/or Redeterminations; Includes CHIP",137,,2451,"Includes Renewals and/or Redeterminations",97187,,220690,,204348,,16342,
AK,Alaska,2019-11-01,Y,P,N,2936,"Includes Renewals and/or Redeterminations",,,2936,"Includes Renewals and/or Redeterminations",2601,"Includes Renewals and/or Redeterminations; Includes CHIP",190,,2791,"Includes Renewals and/or Redeterminations",97338,,221152,,204574,,16578,
AK,Alaska,2019-11-01,Y,U,Y,2936,"Includes Renewals and/or Redeterminations",,,2936,"Includes Renewals and/or Redeterminations",2601,"Includes Renewals and/or Redeterminations; Includes CHIP",190,,2791,"Includes Renewals and/or Redeterminations",97737,,222498,,205909,,16589,
AK,Alaska,2019-12-01,Y,P,N,3283,"Includes Renewals and/or Redeterminations",,,3283,"Includes Renewals and/or Redeterminations",2925,"Includes Renewals and/or Redeterminations; Includes CHIP",175,,3100,"Includes Renewals and/or Redeterminations",97527,,222156,,205527,,16629,
AK,Alaska,2019-12-01,Y,U,Y,3283,"Includes Renewals and/or Redeterminations",,,3283,"Includes Renewals and/or Redeterminations",2925,"Includes Renewals and/or Redeterminations; Includes CHIP",175,,3100,"Includes Renewals and/or Redeterminations",97820,,223065,,206423,,16642,
AK,Alaska,2020-01-01,Y,P,N,4321,"Includes Renewals and/or Redeterminations",,,4321,"Includes Renewals and/or Redeterminations",3232,"Includes Renewals and/or Redeterminations; Includes CHIP",125,,3357,"Includes Renewals and/or Redeterminations",97734,,222524,,205821,,16703,
AK,Alaska,2020-01-01,Y,U,Y,4321,"Includes Renewals and/or Redeterminations",,,4321,"Includes Renewals and/or Redeterminations",3232,"Includes Renewals and/or Redeterminations; Includes CHIP",125,,3357,"Includes Renewals and/or Redeterminations",98096,,223963,,207251,,16712,
AK,Alaska,2020-02-01,Y,U,Y,3811,"Includes Renewals and/or Redeterminations",,,3811,"Includes Renewals and/or Redeterminations",3211,"Includes Renewals and/or Redeterminations; Includes CHIP",114,,3325,"Includes Renewals and/or Redeterminations",97379,,222941,,206251,,16690,
AK,Alaska,2020-02-01,Y,P,N,3811,"Includes Renewals and/or Redeterminations",,,3811,"Includes Renewals and/or Redeterminations",3211,"Includes Renewals and/or Redeterminations; Includes CHIP",114,,3325,"Includes Renewals and/or Redeterminations",97066,,221584,,204910,,16674,
AK,Alaska,2020-03-01,Y,P,N,3852,"Includes Renewals and/or Redeterminations",,,3852,"Includes Renewals and/or Redeterminations",3309,"Includes Renewals and/or Redeterminations; Includes CHIP",137,,3446,"Includes Renewals and/or Redeterminations",97959,,223820,,206986,,16834,
AK,Alaska,2020-03-01,Y,U,Y,3852,"Includes Renewals and/or Redeterminations",,,3852,"Includes Renewals and/or Redeterminations",3309,"Includes Renewals and/or Redeterminations; Includes CHIP",137,,3446,"Includes Renewals and/or Redeterminations",98254,,224965,,208129,,16836,
AK,Alaska,2020-04-01,Y,U,Y,3041,"Includes Renewals and/or Redeterminations",,,3041,"Includes Renewals and/or Redeterminations",3439,"Includes Renewals and/or Redeterminations; Includes CHIP",184,,3623,"Includes Renewals and/or Redeterminations",99035,,228270,,212183,,16087,
AK,Alaska,2020-04-01,Y,P,N,3041,"Includes Renewals and/or Redeterminations",,,3041,"Includes Renewals and/or Redeterminations",3439,"Includes Renewals and/or Redeterminations; Includes CHIP",184,,3623,"Includes Renewals and/or Redeterminations",98473,,226559,,210484,,16075,
AK,Alaska,2020-05-01,Y,P,N,2497,"Includes Renewals and/or Redeterminations",,,2497,"Includes Renewals and/or Redeterminations",3407,"Includes Renewals and/or Redeterminations; Includes CHIP",213,,3620,"Includes Renewals and/or Redeterminations",98912,,230043,,214692,,15351,
AK,Alaska,2020-05-01,Y,U,Y,2497,"Includes Renewals and/or Redeterminations",,,2497,"Includes Renewals and/or Redeterminations",3407,"Includes Renewals and/or Redeterminations; Includes CHIP",213,,3620,"Includes Renewals and/or Redeterminations",98912,,230043,,214692,,15351,
AK,Alaska,2020-06-01,Y,P,N,2844,"Includes Renewals and/or Redeterminations",,,2844,"Includes Renewals and/or Redeterminations",3238,"Includes Renewals and/or Redeterminations; Includes CHIP",231,,3469,"Includes Renewals and/or Redeterminations",98484,,231145,,216568,,14577,
AK,Alaska,2020-06-01,Y,U,Y,2844,"Includes Renewals and/or Redeterminations",,,2844,"Includes Renewals and/or Redeterminations",3238,"Includes Renewals and/or Redeterminations; Includes CHIP",231,,3469,"Includes Renewals and/or Redeterminations",98792,,232069,,217484,,14585,
AK,Alaska,2020-07-01,Y,U,Y,2402,"Includes Renewals and/or Redeterminations",,,2402,"Includes Renewals and/or Redeterminations",2081,"Includes Renewals and/or Redeterminations; Includes CHIP",127,,2208,"Includes Renewals and/or Redeterminations",98580,,233334,,219239,,14095,
AK,Alaska,2020-07-01,Y,P,N,2402,"Includes Renewals and/or Redeterminations",,,2402,"Includes Renewals and/or Redeterminations",2081,"Includes Renewals and/or Redeterminations; Includes CHIP",127,,2208,"Includes Renewals and/or Redeterminations",98287,,232578,,218487,,14091,
AK,Alaska,2020-08-01,Y,P,N,2737,"Includes Renewals and/or Redeterminations",,,2737,"Includes Renewals and/or Redeterminations",1950,"Includes Renewals and/or Redeterminations; Includes CHIP",93,,2043,"Includes Renewals and/or Redeterminations",98556,,234622,,220778,,13844,
AK,Alaska,2020-08-01,Y,U,Y,2737,"Includes Renewals and/or Redeterminations",,,2737,"Includes Renewals and/or Redeterminations",1950,"Includes Renewals and/or Redeterminations; Includes CHIP",93,,2043,"Includes Renewals and/or Redeterminations",98804,,235261,,221414,,13847,
AK,Alaska,2020-09-01,Y,P,N,2657,"Includes Renewals and/or Redeterminations",,,2657,"Includes Renewals and/or Redeterminations",1944,"Includes Renewals and/or Redeterminations; Includes CHIP",95,,2039,"Includes Renewals and/or Redeterminations",98788,,235600,,221926,,13674,
AK,Alaska,2020-09-01,Y,U,Y,2657,"Includes Renewals and/or Redeterminations",,,2657,"Includes Renewals and/or Redeterminations",1944,"Includes Renewals and/or Redeterminations; Includes CHIP",95,,2039,"Includes Renewals and/or Redeterminations",99035,,236362,,222686,,13676,
AK,Alaska,2020-10-01,Y,P,N,2849,"Includes Renewals and/or Redeterminations",,,2849,"Includes Renewals and/or Redeterminations",2001,"Includes Renewals and/or Redeterminations; Includes CHIP",79,,2080,"Includes Renewals and/or Redeterminations",99143,,236719,,223272,,13447,
AK,Alaska,2020-10-01,Y,U,Y,2849,"Includes Renewals and/or Redeterminations",,,2849,"Includes Renewals and/or Redeterminations",2001,"Includes Renewals and/or Redeterminations; Includes CHIP",79,,2080,"Includes Renewals and/or Redeterminations",99443,,237786,,224338,,13448,
AK,Alaska,2020-11-01,Y,P,N,3756,"Includes Renewals and/or Redeterminations",,,3756,"Includes Renewals and/or Redeterminations",1976,"Includes Renewals and/or Redeterminations; Includes CHIP",120,,2096,"Includes Renewals and/or Redeterminations",99352,,237622,,224273,,13349,
AK,Alaska,2020-11-01,Y,U,Y,3756,"Includes Renewals and/or Redeterminations",,,3756,"Includes Renewals and/or Redeterminations",1976,"Includes Renewals and/or Redeterminations; Includes CHIP",120,,2096,"Includes Renewals and/or Redeterminations",99655,,238873,,225513,,13360,
AK,Alaska,2020-12-01,Y,U,Y,2620,"Includes Renewals and/or Redeterminations",,,2620,"Includes Renewals and/or Redeterminations",2096,"Includes Renewals and/or Redeterminations; Includes CHIP",106,,2202,"Includes Renewals and/or Redeterminations",99940,,239981,,226591,,13390,
AK,Alaska,2020-12-01,Y,P,N,2620,"Includes Renewals and/or Redeterminations",,,2620,"Includes Renewals and/or Redeterminations",2096,"Includes Renewals and/or Redeterminations; Includes CHIP",106,,2202,"Includes Renewals and/or Redeterminations",99613,,238433,,225053,,13380,
AK,Alaska,2021-01-01,Y,U,Y,2574,"Includes Renewals and/or Redeterminations",,,2574,"Includes Renewals and/or Redeterminations",1543,"Includes Renewals and/or Redeterminations; Includes CHIP",71,,1614,"Includes Renewals and/or Redeterminations",100171,,241410,,228118,,13292,
AK,Alaska,2021-01-01,Y,P,N,2574,"Includes Renewals and/or Redeterminations",,,2574,"Includes Renewals and/or Redeterminations",1543,"Includes Renewals and/or Redeterminations; Includes CHIP",71,,1614,"Includes Renewals and/or Redeterminations",99533,,237582,,224304,,13278,
AK,Alaska,2021-02-01,Y,P,N,2795,"Includes Renewals and/or Redeterminations",,,2795,"Includes Renewals and/or Redeterminations",1243,"Includes Renewals and/or Redeterminations; Includes CHIP",48,,1291,"Includes Renewals and/or Redeterminations",100499,,242991,,229755,,13236,
AK,Alaska,2021-02-01,Y,U,Y,2795,"Includes Renewals and/or Redeterminations",,,2795,"Includes Renewals and/or Redeterminations",1243,"Includes Renewals and/or Redeterminations; Includes CHIP",48,,1291,"Includes Renewals and/or Redeterminations",100499,,242991,,229755,,13236,
AK,Alaska,2021-03-01,Y,P,N,2987,"Includes Renewals and/or Redeterminations",,,2987,"Includes Renewals and/or Redeterminations",1543,"Includes Renewals and/or Redeterminations; Includes CHIP",67,,1610,"Includes Renewals and/or Redeterminations",100555,,243824,,230715,,13109,
AK,Alaska,2021-03-01,Y,U,Y,2987,"Includes Renewals and/or Redeterminations",,,2987,"Includes Renewals and/or Redeterminations",1543,"Includes Renewals and/or Redeterminations; Includes CHIP",67,,1610,"Includes Renewals and/or Redeterminations",100827,,244860,,231747,,13113,
AK,Alaska,2021-04-01,Y,U,Y,2536,"Includes Renewals and/or Redeterminations",,,2536,"Includes Renewals and/or Redeterminations",1453,"Includes Renewals and/or Redeterminations; Includes CHIP",88,,1541,"Includes Renewals and/or Redeterminations",101494,,247180,,234147,,13033,
AK,Alaska,2021-04-01,Y,P,N,2536,"Includes Renewals and/or Redeterminations",,,2536,"Includes Renewals and/or Redeterminations",1453,"Includes Renewals and/or Redeterminations; Includes CHIP",88,,1541,"Includes Renewals and/or Redeterminations",101124,,246179,,233149,,13030,
AK,Alaska,2021-05-01,Y,P,Y,2282,"Includes Renewals and/or Redeterminations",,,2282,"Includes Renewals and/or Redeterminations",1837,"Includes Renewals and/or Redeterminations; Includes CHIP",115,,1952,"Includes Renewals and/or Redeterminations",101548,,247581,,234706,,12875,
AZ,Arizona,2013-09-01,Y,U,Y,,,,,,,,,,,,,,,1201770,,,,,
AZ,Arizona,2017-06-01,Y,U,Y,,,,,,,,,,,,,,,1744617,,1649411,,95206,
AZ,Arizona,2017-06-01,Y,P,N,,,,,,,,,,,,,,,1744617,,1649411,,95206,
AZ,Arizona,2017-07-01,Y,P,N,,,,,,,,,,,,,,,1745097,,1649135,,95962,
AZ,Arizona,2017-07-01,Y,U,Y,,,,,,,,,,,,,,,1745097,,1649135,,95962,
AZ,Arizona,2017-08-01,Y,P,N,,,,,,,,,,,,,,,1742701,,1646612,,96089,
AZ,Arizona,2017-08-01,Y,U,Y,,,,,,,,,,,,,,,1742701,,1646612,,96089,
AZ,Arizona,2017-09-01,Y,U,Y,,,,,,,,,,,,,,,1743139,,1646000,,97139,
AZ,Arizona,2017-09-01,Y,P,N,,,,,,,,,,,,,,,1742125,,1646000,,96125,
AZ,Arizona,2017-10-01,Y,P,N,,,,,,,,,,,,,,,1739554,,1641699,,97855,
AZ,Arizona,2017-10-01,Y,U,Y,,,,,,,,,,,,,,,1739554,,1641699,,97855,
AZ,Arizona,2017-11-01,Y,P,N,,,,,,,,,,,,,,,1728003,,1630614,,97389,
AZ,Arizona,2017-11-01,Y,U,Y,,,,,,,,,,,,,,,1728003,,1630614,,97389,
AZ,Arizona,2017-12-01,Y,P,N,,,,,,,,,,,,,,,1716236,,1619477,,96759,
AZ,Arizona,2017-12-01,Y,U,Y,,,,,,,,,,,,,,,1716236,,1619477,,96759,
AZ,Arizona,2018-01-01,Y,P,N,,,,,,,,,,,,,,,1685219,,1591805,,93414,
AZ,Arizona,2018-01-01,Y,U,Y,,,,,,,,,,,,,,,1685219,,1591805,,93414,
AZ,Arizona,2018-02-01,Y,U,Y,,,,,,,,,,,,,,,1673728,,1579801,,93927,
AZ,Arizona,2018-02-01,Y,P,N,,,,,,,,,,,,,,,1673728,,1579801,,93927,
AZ,Arizona,2018-03-01,Y,P,N,,,,,,,,,,,,,,,1678077,,1581222,,96855,
AZ,Arizona,2018-03-01,Y,U,Y,,,,,,,,,,,,,,,1678077,,1581222,,96855,
AZ,Arizona,2018-04-01,Y,P,N,,,,,,,,,,,,,,,1679239,,1579537,,99702,
AZ,Arizona,2018-04-01,Y,U,Y,,,,,,,,,,,,,,,1679239,,1579537,,99702,
AZ,Arizona,2018-05-01,Y,U,Y,,,,,,,,,,,,,,,1678798,,1580306,,98492,
AZ,Arizona,2018-05-01,Y,P,N,,,,,,,,,,,,,,,1678798,,1580306,,98492,
AZ,Arizona,2018-06-01,Y,P,N,,,,,,,,,,,,,,,1683690,,1584929,,98761,
AZ,Arizona,2018-06-01,Y,U,Y,,,,,,,,,,,,,,,1683690,,1584929,,98761,
AZ,Arizona,2018-07-01,Y,P,N,113328,,,,113328,,,,,,,,,,1688791,,1589042,,99749,
AZ,Arizona,2018-07-01,Y,U,Y,113328,,,,113328,,,,,,,,,,1688791,,1589042,,99749,
AZ,Arizona,2018-08-01,Y,U,Y,119772,,,,119772,,,,,,,,,,1691877,,1591718,,100159,
AZ,Arizona,2018-08-01,Y,P,N,119772,,,,119772,,,,,,,,,,1691877,,1591718,,100159,
AZ,Arizona,2018-09-01,Y,P,N,100637,,,,100637,,,,,,,,,,1697061,,1592142,,104919,
AZ,Arizona,2018-09-01,Y,U,Y,100637,,,,100637,,,,,,,,,,1697061,,1592142,,104919,
AZ,Arizona,2018-10-01,Y,U,Y,111445,,,,111445,,,,,,,,,,1693508,,1591124,,102384,
AZ,Arizona,2018-10-01,Y,P,N,111445,,,,111445,,,,,,,,,,1693508,,1591124,,102384,
AZ,Arizona,2018-11-01,Y,P,N,,,,,,,,,,,,,,,1695656,,1593436,,102220,
AZ,Arizona,2018-11-01,Y,U,Y,103771,,,,103771,,,,,,,,,,1701640,,1599420,,102220,
AZ,Arizona,2018-12-01,Y,U,Y,91536,,,,91536,,,,,,,,,,1700470,,1597487,,102983,
AZ,Arizona,2018-12-01,Y,P,N,91536,,,,91536,,,,,,,,,,1700470,,1597487,,102983,
AZ,Arizona,2019-01-01,Y,U,Y,112351,,,,112351,,,,,,,,,,1701450,,1597610,,103840,
AZ,Arizona,2019-01-01,Y,P,N,112351,,,,112351,,,,,,,,,,1701450,,1597610,,103840,
AZ,Arizona,2019-02-01,Y,P,N,94300,,,,94300,,,,,,,,,,1701411,,1596840,,104571,
AZ,Arizona,2019-02-01,Y,U,Y,94300,,,,94300,,,,,,,,,,1701411,,1596840,,104571,
AZ,Arizona,2019-03-01,Y,P,N,102019,,,,102019,,,,,,,,,,1703074,,1598692,,104382,
AZ,Arizona,2019-03-01,Y,U,Y,102019,,,,102019,,,,,,,,,,1703074,,1598692,,104382,
AZ,Arizona,2019-04-01,Y,P,N,101454,,,,101454,,,,,,,,,,1702739,,1599598,,103141,
AZ,Arizona,2019-04-01,Y,U,Y,101454,,,,101454,,,,,,,,,,1702739,,1599598,,103141,
AZ,Arizona,2019-05-01,Y,P,N,108127,,,,108127,,,,,,,,,,1697945,,1596372,,101573,
AZ,Arizona,2019-05-01,Y,U,Y,108127,,,,108127,,,,,,,,,,1697945,,1596372,,101573,
AZ,Arizona,2019-06-01,Y,U,Y,99470,,,,99470,,,,,,,,,,1705679,,1604805,,100874,
AZ,Arizona,2019-06-01,Y,P,N,99470,,,,99470,,,,,,,,,,1705679,,1604805,,100874,
AZ,Arizona,2019-07-01,Y,P,N,112109,,,,112109,,,,,,,,,,1715655,,1614557,,101098,
AZ,Arizona,2019-07-01,Y,U,Y,112109,,,,112109,,,,,,,,,,1715655,,1614557,,101098,
AZ,Arizona,2019-08-01,Y,P,N,116957,,,,116957,,,,,,,,,,1722540,,1621721,,100819,
AZ,Arizona,2019-08-01,Y,U,Y,116957,,,,116957,,,,,,,,,,1722540,,1621721,,100819,
AZ,Arizona,2019-09-01,Y,P,N,109308,,,,109308,,,,,,,,,,1725477,,1624952,,100525,
AZ,Arizona,2019-09-01,Y,U,Y,109308,,,,109308,,,,,,,,,,1725477,,1624952,,100525,
AZ,Arizona,2019-10-01,Y,U,Y,117684,,,,117684,,,,,,,,,,1719616,,1620566,,99050,
AZ,Arizona,2019-10-01,Y,P,N,117684,,,,117684,,,,,,,,,,1719616,,1620566,,99050,
AZ,Arizona,2019-11-01,Y,P,N,98064,,,,98064,,,,,,,,,,1716801,,1618769,,98032,
AZ,Arizona,2019-11-01,Y,U,Y,98064,,,,98064,,,,,,,,,,1716801,,1618910,,97891,
AZ,Arizona,2019-12-01,Y,P,N,94909,,,,94909,,,,,,,,,,1708073,,1610623,,97450,
AZ,Arizona,2019-12-01,Y,U,Y,94909,,,,94909,,,,,,,,,,1708073,,1610623,,97450,
AZ,Arizona,2020-01-01,Y,U,Y,106155,,,,106155,,,,,,,,,,1702632,,1605917,,96715,
AZ,Arizona,2020-01-01,Y,P,N,106155,,,,106155,,,,,,,,,,1702632,,1605917,,96715,
AZ,Arizona,2020-02-01,Y,U,Y,87142,,,,87142,,,,,,,,,,1705789,,1608272,,97517,
AZ,Arizona,2020-02-01,Y,P,N,87142,,,,87142,,,,,,,,,,1705789,,1608272,,97517,
AZ,Arizona,2020-03-01,Y,U,Y,101256,,,,101256,,,,,,,,,,1746744,,1645851,,100893,
AZ,Arizona,2020-03-01,Y,P,N,101256,,,,101256,,,,,,,,,,1746744,,1645851,,100893,
AZ,Arizona,2020-04-01,Y,P,N,84566,,,,84566,,,,,,,,,,1781233,,1680112,,101121,
AZ,Arizona,2020-04-01,Y,U,Y,84566,,,,84566,,,,,,,,,,1781233,,1680112,,101121,
AZ,Arizona,2020-05-01,Y,U,Y,63387,,,,63387,,,,,,,,,,1817362,,1714470,,102892,
AZ,Arizona,2020-05-01,Y,P,N,63387,,,,63387,,,,,,,,,,1817362,,1714470,,102892,
AZ,Arizona,2020-06-01,Y,U,Y,66374,,,,66374,,,,,,,,,,1839932,,1735141,,104791,
AZ,Arizona,2020-06-01,Y,P,N,66374,,,,66374,,,,,,,,,,1839932,,1735141,,104791,
AZ,Arizona,2020-07-01,Y,P,N,82612,,,,82612,,,,,,,,,,1862408,,1754618,,107790,
AZ,Arizona,2020-07-01,Y,U,Y,82612,,,,82612,,,,,,,,,,1862408,,1754618,,107790,
AZ,Arizona,2020-08-01,Y,P,N,92884,,,,92884,,,,,,,,,,1887382,,1777992,,109390,
AZ,Arizona,2020-08-01,Y,U,Y,92884,,,,92884,,,,,,,,,,1887382,,1777992,,109390,
AZ,Arizona,2020-09-01,Y,P,N,94441,,,,94441,,,,,,,,,,1903428,,1791620,,111808,
AZ,Arizona,2020-09-01,Y,U,Y,94441,,,,94441,,,,,,,,,,1903428,,1791620,,111808,
AZ,Arizona,2020-10-01,Y,P,N,97927,,,,97927,,,,,,,,,,1924686,,1810171,,114515,
AZ,Arizona,2020-10-01,Y,U,Y,97927,,,,97927,,,,,,,,,,1924686,,1810171,,114515,
AZ,Arizona,2020-11-01,Y,P,N,78956,,,,78956,,,,,,,,,,1942802,,1825481,,117321,
AZ,Arizona,2020-11-01,Y,U,Y,78956,,,,78956,,,,,,,,,,1942802,,1825481,,117321,
AZ,Arizona,2020-12-01,Y,P,N,73798,,,,73798,,,,,,,,,,1963007,,1843452,,119555,
AZ,Arizona,2020-12-01,Y,U,Y,73798,,,,73798,,,,,,,,,,1963007,,1843452,,119555,
AZ,Arizona,2021-01-01,Y,U,Y,67905,,,,67905,,,,,,,,,,1981809,,1860386,,121423,
AZ,Arizona,2021-01-01,Y,P,N,67905,,,,67905,,,,,,,,,,1981809,,1860386,,121423,
AZ,Arizona,2021-02-01,Y,P,N,60661,,,,60661,,,,,,,,,,1998341,,1875137,,123204,
AZ,Arizona,2021-02-01,Y,U,Y,60661,,,,60661,,,,,,,,,,1998341,,1875137,,123204,
AZ,Arizona,2021-03-01,Y,U,Y,64308,,,,64308,,,,,,,,,,2011270,,1886377,,124893,
AZ,Arizona,2021-03-01,Y,P,N,64308,,,,64308,,,,,,,,,,2011270,,1886377,,124893,
AZ,Arizona,2021-04-01,Y,P,N,63341,,,,63341,,,,,,,,,,2027065,,1900330,,126735,
AZ,Arizona,2021-04-01,Y,U,Y,63341,,,,63341,,,,,,,,,,2027065,,1900330,,126735,
AZ,Arizona,2021-05-01,Y,P,Y,67619,,,,67619,,,,,,,,,,2044604,,1916492,,128112,
AR,Arkansas,2013-09-01,Y,U,Y,,,,,,,,,,,,,,,556851,,,,,
AR,Arkansas,2017-06-01,Y,U,Y,,,,,,,,,,,,,387986,,874237,,842290,,31947,
AR,Arkansas,2017-06-01,Y,P,N,,,,,,,,,,,,,387894,,874145,,842290,,31855,
AR,Arkansas,2017-07-01,Y,P,Y,,,,,,,,,,,,,381479,,860770,,829793,,30977,
AR,Arkansas,2017-08-01,Y,P,Y,,,,,,,,,,,,,382155,,859319,,827909,,31410,
AR,Arkansas,2017-09-01,Y,P,Y,,,,,,,,,,,,,385963,,866389,,835686,,30703,
AR,Arkansas,2017-10-01,Y,P,Y,,,,,,,,,,,,,386029,,865883,,834320,,31563,
AR,Arkansas,2017-11-01,Y,P,N,17877,,,,17877,,10201,,333,,10534,,381017,,855245,,824163,,31082,
AR,Arkansas,2017-11-01,Y,U,Y,17877,,,,17877,,10201,,333,,10534,,387654,,868166,,836536,,31630,
AR,Arkansas,2017-12-01,Y,P,N,19191,,,,19191,,10740,,345,,11085,,380790,,850718,,819574,,31144,
AR,Arkansas,2017-12-01,Y,U,Y,19191,,,,19191,,10740,,345,,11085,,385082,,861955,,830270,,31685,
AR,Arkansas,2018-01-01,Y,P,Y,22549,,,,22549,,11951,,435,,12386,,378895,,842810,,811229,,31581,
AR,Arkansas,2018-02-01,Y,P,Y,,,,,,,,,,,,,379831,,842260,,810550,,31710,
AR,Arkansas,2018-03-01,Y,P,Y,19726,,,,19726,,,,,,,,380329,,841150,,809356,,31794,
AR,Arkansas,2018-04-01,Y,P,Y,19085,,,,19085,,10787,,414,,11201,,384890,,849426,,817428,,31998,
AR,Arkansas,2018-05-01,Y,P,Y,18698,,,,18698,,9689,,426,,10115,,384478,,845773,,814720,,31053,
AR,Arkansas,2018-06-01,Y,P,Y,18098,,,,18098,,8842,,257,,9099,,383974,,841159,,809991,,31168,
AR,Arkansas,2018-07-01,Y,P,Y,19144,,,,19144,,259839,,244,,260083,,384230,,839797,,808262,,31535,
AR,Arkansas,2018-08-01,Y,P,N,21955,,,,21955,,11615,,392,,12007,,383842,,835537,,804402,,31135,
